sale_id;date_key;product_key;customer_key;country_key;quantity;unit_price;currency
57;20220122;47;870;86;6;232.48;CNY
58;20190919;19;708;44;19;541.75;GBP
59;20190822;17;306;1;1;365.84;USD
60;20211130;46;522;91;4;543.91;INR
61;20220727;45;410;91;8;86.15;INR
62;20240217;12;691;55;19;110.59;BRL
63;20240208;27;575;55;2;344.49;BRL
64;20221115;24;482;55;6;164.04;BRL
65;20220520;6;921;49;1;270.47;EUR
66;20221030;17;130;55;14;197.3;BRL
67;20190227;46;106;34;5;393.07;EUR
68;20221116;2;538;44;8;321.08;GBP
69;20200218;26;301;44;6;281.27;GBP
70;20230802;9;920;81;1;44.77;JPY
71;20210730;31;948;49;2;321.7;EUR
72;20210311;33;759;81;13;149.74;JPY
73;20210227;29;920;81;7;73.58;JPY
74;20200701;35;278;91;7;82.92;INR
75;20240802;24;813;34;19;153.34;EUR
76;20230103;2;789;44;18;344.88;GBP
77;20210318;14;873;39;9;559.12;EUR
78;20190822;12;718;86;11;63.29;CNY
79;20191014;11;215;55;14;211.93;BRL
80;20240303;32;376;1;18;229.87;USD
81;20210508;18;355;39;6;187.18;EUR
82;20210103;13;381;49;14;62.25;EUR
83;20240425;43;102;44;17;41.55;GBP
84;20200117;3;11;33;16;104.7;EUR
85;20220906;34;910;49;20;199.98;EUR
86;20211025;12;405;44;14;117.33;GBP
87;20200217;1;341;39;19;396.79;EUR
88;20220502;31;627;1;2;258.91;USD
89;20200811;18;506;81;1;155.26;JPY
90;20230531;50;110;55;9;295.32;BRL
91;20221013;33;748;81;4;198.37;JPY
92;20190208;32;385;34;3;158.69;EUR
93;20230512;27;999;33;5;288.72;EUR
94;20231021;45;82;81;15;80.45;JPY
95;20200708;47;958;91;10;191.67;INR
96;20210621;15;886;39;7;140.08;EUR
97;20210314;16;166;49;10;33.59;EUR
98;20191220;32;232;1;15;311.4;USD
99;20190405;23;142;86;7;186.68;CNY
100;20190824;26;361;91;19;201.86;INR
101;20190820;19;267;44;14;586.38;GBP
102;20220703;47;159;49;4;271.92;EUR
103;20210802;6;193;55;5;246.89;BRL
104;20190506;16;264;34;5;32.59;EUR
105;20211025;43;730;86;9;42.64;CNY
106;20240826;1;197;39;4;299.35;EUR
107;20231025;3;175;39;7;104.23;EUR
108;20210802;23;83;81;5;343.0;JPY
109;20230104;1;7;49;7;544.62;EUR
110;20240404;17;437;86;3;247.89;CNY
111;20200506;11;892;39;13;200.82;EUR
112;20240825;34;286;91;9;222.61;INR
113;20221202;6;67;33;12;210.49;EUR
114;20230831;2;537;55;11;366.89;BRL
115;20210421;18;928;55;7;159.73;BRL
116;20190517;7;707;91;5;56.2;INR
117;20240904;6;548;49;19;200.08;EUR
118;20230716;23;426;81;6;182.75;JPY
119;20200822;41;112;49;5;351.71;EUR
120;20191031;41;422;91;14;261.26;INR
121;20241001;14;742;81;4;521.27;JPY
122;20220907;14;198;34;18;568.73;EUR
123;20211224;19;925;44;13;350.03;GBP
124;20210423;4;737;49;5;300.51;EUR
125;20211203;5;132;44;13;31.9;GBP
126;20230816;34;656;55;19;201.02;BRL
127;20190611;37;230;55;19;291.86;BRL
128;20200122;50;388;39;1;210.33;EUR
129;20210617;46;94;33;1;544.85;EUR
130;20220516;1;940;86;17;568.1;CNY
131;20190608;3;597;44;20;169.21;GBP
132;20240307;31;788;33;18;310.15;EUR
133;20210514;22;125;34;16;69.73;EUR
134;20191122;49;703;81;12;144.78;JPY
135;20200906;9;417;1;2;57.13;USD
136;20200718;17;247;34;1;324.8;EUR
137;20241012;34;531;91;4;194.75;INR
138;20200611;41;697;81;8;381.82;JPY
139;20220801;50;79;34;14;327.07;EUR
140;20190426;47;380;1;14;244.96;USD
141;20201223;28;39;86;11;44.99;CNY
142;20220517;45;133;81;11;80.86;JPY
143;20241108;24;979;39;8;108.99;EUR
144;20190426;36;802;55;5;43.38;BRL
145;20211116;37;564;34;3;318.29;EUR
146;20221214;21;356;1;4;159.77;USD
147;20210124;18;658;49;15;170.68;EUR
148;20231209;5;714;49;1;32.0;EUR
149;20241218;31;816;44;13;263.48;GBP
150;20211112;30;802;55;3;316.59;BRL
151;20200401;17;424;39;6;347.74;EUR
152;20231203;22;95;33;15;95.66;EUR
153;20210831;2;30;91;20;505.53;INR
154;20210724;31;230;55;20;263.4;BRL
155;20201130;8;339;34;8;457.69;EUR
156;20190511;29;637;81;7;85.96;JPY
157;20190129;22;392;39;4;69.11;EUR
158;20201228;6;103;44;18;154.2;GBP
159;20200222;35;957;1;8;97.68;USD
160;20240505;46;216;33;6;530.07;EUR
161;20230329;33;73;39;15;250.21;EUR
162;20240217;32;485;86;12;290.94;CNY
163;20241025;37;802;55;3;243.69;BRL
164;20211027;43;990;91;8;40.04;INR
165;20210210;38;398;44;12;188.75;GBP
166;20201220;39;659;49;7;240.85;EUR
167;20220425;47;423;81;14;229.4;JPY
168;20220213;9;146;44;9;42.87;GBP
169;20211007;37;645;49;19;280.32;EUR
170;20190216;17;803;39;7;332.75;EUR
171;20230227;33;883;33;13;235.57;EUR
172;20230821;10;18;39;10;298.06;EUR
173;20200223;14;537;55;19;569.0;BRL
174;20190410;13;408;1;6;87.76;USD
175;20230501;44;206;39;18;217.26;EUR
176;20190724;1;479;33;17;411.57;EUR
177;20200512;31;431;1;1;199.82;USD
178;20191116;28;513;39;7;58.53;EUR
179;20240701;41;329;1;16;352.0;USD
180;20220608;23;748;81;2;294.15;JPY
181;20201101;47;283;34;5;218.91;EUR
182;20211216;15;889;49;20;140.36;EUR
183;20231113;42;615;81;11;223.39;JPY
184;20190628;14;800;49;20;503.49;EUR
185;20190930;31;995;33;10;293.58;EUR
186;20191204;43;267;44;3;32.13;GBP
187;20191218;37;170;1;11;378.75;USD
188;20240720;34;836;86;3;174.58;CNY
189;20201212;40;622;1;1;98.67;USD
190;20200103;15;453;86;4;155.58;CNY
191;20220124;8;12;49;20;533.19;EUR
192;20231028;3;32;44;9;138.81;GBP
193;20201018;39;414;34;15;225.58;EUR
194;20231012;26;265;91;2;254.13;INR
195;20210703;1;615;81;11;456.67;JPY
196;20230106;10;633;44;5;223.11;GBP
197;20210306;38;14;34;10;146.94;EUR
198;20221214;11;658;49;11;217.79;EUR
199;20210804;45;657;91;4;135.76;INR
200;20210708;47;345;81;15;334.35;JPY
201;20200211;39;74;91;8;242.31;INR
202;20200822;12;815;34;12;105.79;EUR
203;20200202;23;65;55;16;255.23;BRL
204;20220104;22;920;81;10;78.05;JPY
205;20230331;12;196;33;20;92.33;EUR
206;20190904;14;943;81;15;469.53;JPY
207;20220101;19;541;81;4;557.82;JPY
208;20220823;41;179;81;20;402.81;JPY
209;20240810;41;44;39;14;293.24;EUR
210;20240225;13;372;39;12;82.35;EUR
211;20200412;9;511;39;8;33.5;EUR
212;20220208;33;200;1;5;184.29;USD
213;20240409;17;341;39;3;243.5;EUR
214;20190218;23;732;55;9;301.13;BRL
215;20191114;1;844;1;19;317.66;USD
216;20211110;33;89;33;16;144.6;EUR
217;20240506;15;544;91;17;130.01;INR
218;20220726;23;601;81;14;237.14;JPY
219;20210717;37;414;34;16;411.44;EUR
220;20230219;12;444;91;4;72.81;INR
221;20190928;11;167;34;6;251.06;EUR
222;20240731;23;47;81;8;183.66;JPY
223;20230922;44;944;86;3;212.43;CNY
224;20240423;31;303;1;4;251.88;USD
225;20210305;20;733;55;11;126.52;BRL
226;20200922;34;633;44;11;211.36;GBP
227;20200427;2;444;91;13;540.94;INR
228;20241116;42;405;44;18;290.89;GBP
229;20241109;10;21;81;1;315.65;JPY
230;20220913;31;446;39;5;335.65;EUR
231;20201127;19;89;33;1;561.34;EUR
232;20230811;2;126;86;10;552.59;CNY
233;20231026;12;204;81;20;111.53;JPY
234;20230116;22;243;39;6;62.04;EUR
235;20230204;30;941;49;12;445.95;EUR
236;20211210;5;326;55;20;33.91;BRL
237;20211230;35;32;44;19;58.79;GBP
238;20190919;38;369;91;12;121.02;INR
239;20240221;21;719;49;14;120.93;EUR
240;20211202;20;574;44;9;200.54;GBP
241;20190602;18;213;55;1;127.17;BRL
242;20191027;44;728;49;8;229.72;EUR
243;20211123;26;712;81;3;199.75;JPY
244;20241223;23;74;91;10;355.32;INR
245;20230421;35;975;86;18;92.82;CNY
246;20200901;12;139;39;1;73.88;EUR
247;20241020;18;233;86;9;175.02;CNY
248;20240109;45;786;34;15;108.26;EUR
249;20200318;6;187;34;13;168.82;EUR
250;20231102;7;791;33;9;61.11;EUR
251;20190609;6;875;33;16;235.12;EUR
252;20220406;17;756;44;9;297.3;GBP
253;20200905;6;12;49;6;152.0;EUR
254;20220921;28;244;91;15;38.98;INR
255;20231120;41;350;49;11;316.13;EUR
256;20230131;26;954;33;8;173.46;EUR
257;20190805;17;422;91;2;215.2;INR
258;20230128;23;632;81;8;247.5;JPY
259;20230905;34;304;33;9;195.51;EUR
260;20220830;8;341;39;8;387.69;EUR
261;20241013;19;876;49;15;324.97;EUR
262;20220706;41;531;91;1;376.54;INR
263;20190401;22;279;39;11;55.8;EUR
264;20240510;48;613;49;4;478.39;EUR
265;20240325;30;775;86;11;370.42;CNY
266;20230307;27;169;1;7;277.58;USD
267;20210317;25;82;81;11;240.93;JPY
268;20240201;14;242;34;20;407.1;EUR
269;20230512;22;108;86;18;70.44;CNY
270;20210902;29;366;49;13;86.59;EUR
271;20220418;23;232;1;19;215.37;USD
272;20230802;32;719;49;9;265.33;EUR
273;20210314;50;901;44;4;233.63;GBP
274;20240629;12;785;81;16;94.66;JPY
275;20210608;33;866;33;3;209.88;EUR
276;20240807;6;643;49;20;176.06;EUR
277;20221118;25;741;39;8;248.95;EUR
278;20211007;33;550;81;11;248.16;JPY
279;20190919;35;262;39;15;105.74;EUR
280;20190511;9;743;91;11;56.5;INR
281;20220211;45;765;81;7;124.76;JPY
282;20190304;4;448;39;4;382.23;EUR
283;20190605;15;547;49;16;139.0;EUR
284;20190504;25;233;86;5;380.81;CNY
285;20230313;24;53;33;2;134.83;EUR
286;20220217;44;935;49;5;271.28;EUR
287;20200328;12;421;34;12;88.23;EUR
288;20210828;7;6;81;15;68.48;JPY
289;20230722;28;43;33;16;56.76;EUR
290;20190917;29;68;1;1;116.48;USD
291;20190125;30;402;44;18;332.37;GBP
292;20220807;3;888;1;1;192.5;USD
293;20240320;39;731;34;19;227.29;EUR
294;20200703;16;263;55;19;64.81;BRL
295;20191107;5;233;86;1;23.11;CNY
296;20190806;47;668;49;12;311.76;EUR
297;20240603;11;529;86;18;235.14;CNY
298;20240114;49;478;34;10;169.3;EUR
299;20190925;34;383;91;15;228.85;INR
300;20231019;46;785;81;2;395.71;JPY
301;20220322;7;199;86;4;64.51;CNY
302;20210702;9;475;55;7;56.71;BRL
303;20231228;50;86;39;1;332.06;EUR
304;20220201;7;532;1;12;62.83;USD
305;20200311;31;195;1;11;196.97;USD
306;20240820;36;566;91;15;32.33;INR
307;20231119;25;63;91;19;262.1;INR
308;20190510;21;187;34;10;177.29;EUR
309;20210717;13;863;44;19;68.69;GBP
310;20230810;36;582;91;1;53.79;INR
311;20201225;27;335;86;2;304.46;CNY
312;20190917;5;391;91;19;36.78;INR
313;20221129;33;207;33;8;232.5;EUR
314;20190819;24;355;39;1;186.32;EUR
315;20220705;32;384;39;6;230.62;EUR
316;20220531;46;200;1;10;403.55;USD
317;20190720;37;642;39;12;388.02;EUR
318;20190107;42;743;91;10;402.22;INR
319;20211231;43;408;1;11;24.8;USD
320;20220311;38;624;55;13;194.57;BRL
321;20240802;36;750;86;1;48.3;CNY
322;20221228;2;66;33;6;299.35;EUR
323;20220706;18;112;49;18;118.89;EUR
324;20210219;40;960;55;6;138.88;BRL
325;20230914;14;611;91;4;469.43;INR
326;20200905;29;305;81;16;81.73;JPY
327;20231031;46;806;33;11;413.27;EUR
328;20210116;36;636;33;19;31.6;EUR
329;20200619;47;519;1;2;343.27;USD
330;20200519;12;705;91;16;113.45;INR
331;20201207;8;781;49;15;277.83;EUR
332;20201231;38;166;49;6;125.95;EUR
333;20200204;8;161;44;2;423.03;GBP
334;20231122;28;976;91;11;41.08;INR
335;20191001;8;344;49;13;509.51;EUR
336;20210411;11;17;86;17;175.02;CNY
337;20220901;11;554;55;15;178.78;BRL
338;20240406;42;894;49;5;246.14;EUR
339;20210918;35;793;44;13;106.7;GBP
340;20230915;1;188;55;17;359.69;BRL
341;20241214;8;78;55;3;460.49;BRL
342;20230628;27;851;1;6;332.34;USD
343;20200818;5;362;86;3;32.4;CNY
344;20230208;4;74;91;8;300.71;INR
345;20240102;33;33;55;20;184.07;BRL
346;20210606;15;764;1;9;168.52;USD
347;20230304;5;378;49;15;32.97;EUR
348;20210416;34;150;33;19;146.33;EUR
349;20190329;22;672;86;2;93.67;CNY
350;20240909;5;830;55;15;30.83;BRL
351;20210215;9;542;1;10;51.59;USD
352;20240621;19;494;33;15;345.16;EUR
353;20220214;4;105;81;13;304.46;JPY
354;20220721;6;53;33;5;174.16;EUR
355;20230305;25;506;81;7;272.35;JPY
356;20200118;44;267;44;5;212.45;GBP
357;20210530;18;448;39;19;177.6;EUR
358;20230626;48;620;33;18;384.53;EUR
359;20240328;41;172;49;5;322.75;EUR
360;20200219;14;601;81;11;414.36;JPY
361;20220225;29;742;81;10;109.89;JPY
362;20230611;16;867;86;1;58.05;CNY
363;20220801;44;776;39;5;193.45;EUR
364;20210305;37;412;86;4;427.74;CNY
365;20240508;45;257;44;12;78.24;GBP
366;20240706;33;318;81;12;240.16;JPY
367;20240409;7;638;33;15;74.19;EUR
368;20190811;6;432;86;10;170.36;CNY
369;20240911;7;864;34;18;88.36;EUR
370;20241226;26;60;91;10;154.76;INR
371;20240129;1;839;55;1;530.86;BRL
372;20240705;8;156;1;14;442.45;USD
373;20230505;50;201;44;20;317.7;GBP
374;20210119;19;244;91;11;343.85;INR
375;20231014;13;420;44;17;92.51;GBP
376;20210611;2;900;33;9;339.14;EUR
377;20200622;11;841;81;9;254.46;JPY
378;20231129;42;64;81;14;246.97;JPY
379;20201111;32;513;39;20;273.05;EUR
380;20220405;37;787;55;8;480.21;BRL
381;20190613;13;87;49;17;97.12;EUR
382;20220714;11;167;34;20;165.23;EUR
383;20190818;19;51;44;4;452.74;GBP
384;20200916;37;924;1;1;256.49;USD
385;20200922;27;476;55;11;222.19;BRL
386;20240412;5;95;33;9;29.48;EUR
387;20240203;43;585;86;12;26.9;CNY
388;20230720;22;912;81;9;79.0;JPY
389;20211201;2;177;86;13;380.73;CNY
390;20200302;22;179;81;2;73.34;JPY
391;20240611;11;813;34;2;234.35;EUR
392;20220305;40;333;81;9;97.93;JPY
393;20211213;40;957;1;5;117.27;USD
394;20190703;26;522;91;20;274.02;INR
395;20211129;49;104;44;14;142.82;GBP
396;20210403;34;735;39;2;243.44;EUR
397;20240822;34;921;49;2;172.06;EUR
398;20200722;5;873;39;1;33.54;EUR
399;20220406;15;187;34;1;179.21;EUR
400;20240101;13;656;55;2;85.77;BRL
401;20230420;14;793;44;20;287.0;GBP
402;20240407;35;427;81;15;109.19;JPY
403;20240821;45;234;34;6;145.59;EUR
404;20230718;21;214;34;18;123.88;EUR
405;20220329;19;306;1;20;479.75;USD
406;20211112;31;551;55;16;325.8;BRL
407;20211211;31;795;55;9;293.58;BRL
408;20210527;41;789;44;13;339.37;GBP
409;20220402;16;559;91;8;64.74;INR
410;20200920;15;556;1;6;143.25;USD
411;20241216;13;347;34;13;73.24;EUR
412;20231029;43;10;1;6;27.7;USD
413;20240627;14;865;49;17;373.82;EUR
414;20210920;47;858;44;17;281.58;GBP
415;20211030;10;288;49;17;407.33;EUR
416;20240819;20;985;86;4;173.68;CNY
417;20240718;35;415;34;7;80.52;EUR
418;20220116;16;329;1;3;64.32;USD
419;20190228;46;204;81;17;330.56;JPY
420;20200711;11;401;44;1;230.65;GBP
421;20191120;18;2;49;18;193.65;EUR
422;20230112;34;49;49;15;218.25;EUR
423;20221001;48;288;49;12;486.34;EUR
424;20230126;23;331;1;10;228.29;USD
425;20200820;26;408;1;9;192.05;USD
426;20230816;36;29;1;20;52.23;USD
427;20230810;21;548;49;13;159.33;EUR
428;20230110;20;73;39;2;208.34;EUR
429;20191027;36;125;34;4;53.12;EUR
430;20201005;18;952;49;14;154.48;EUR
431;20210527;23;878;49;2;278.08;EUR
432;20221019;37;168;44;13;314.03;GBP
433;20241211;49;118;33;13;145.77;EUR
434;20191109;45;59;33;14;111.61;EUR
435;20200510;24;909;49;15;146.68;EUR
436;20240704;4;880;44;20;207.46;GBP
437;20190608;29;407;44;7;114.24;GBP
438;20230812;11;604;49;1;240.54;EUR
439;20230103;14;4;49;19;502.74;EUR
440;20190619;25;614;49;18;397.73;EUR
441;20191217;37;185;39;11;444.49;EUR
442;20230105;19;762;81;13;425.64;JPY
443;20200605;27;966;39;20;317.41;EUR
444;20231025;27;546;81;11;194.29;JPY
445;20240317;14;426;81;4;542.61;JPY
446;20220227;8;607;49;20;375.09;EUR
447;20200614;40;108;86;9;132.72;CNY
448;20221204;36;731;34;15;35.4;EUR
449;20190508;8;771;91;8;512.52;INR
450;20230301;45;90;55;5;148.09;BRL
451;20241017;40;169;1;12;108.31;USD
452;20220816;29;783;55;13;127.4;BRL
453;20220226;8;660;39;8;387.62;EUR
454;20200605;28;854;44;5;58.39;GBP
455;20241119;49;909;49;20;157.35;EUR
456;20190927;31;552;39;7;200.76;EUR
457;20240830;1;303;1;10;293.94;USD
458;20200116;19;488;86;5;358.88;CNY
459;20220509;47;585;86;12;185.71;CNY
460;20220723;49;461;91;20;144.37;INR
461;20230820;4;709;81;19;212.36;JPY
462;20230323;23;471;1;9;224.22;USD
463;20220613;30;721;34;15;476.17;EUR
464;20221022;13;429;81;13;90.47;JPY
465;20190221;50;967;44;2;209.94;GBP
466;20230617;38;558;33;14;181.48;EUR
467;20201005;25;507;55;12;333.27;BRL
468;20220705;48;508;34;7;412.62;EUR
469;20200709;19;848;91;16;528.25;INR
470;20211008;42;931;81;7;328.1;JPY
471;20230213;7;613;49;14;88.74;EUR
472;20221025;46;212;34;13;339.95;EUR
473;20220526;39;873;39;17;267.4;EUR
474;20200813;14;229;44;1;506.78;GBP
475;20220615;25;206;39;11;389.56;EUR
476;20190224;20;61;33;13;121.9;EUR
477;20221205;2;978;86;15;327.49;CNY
478;20240811;31;324;86;20;224.28;CNY
479;20190214;34;719;49;1;197.32;EUR
480;20190812;2;238;39;5;361.73;EUR
481;20211013;2;465;44;2;339.68;GBP
482;20211112;39;24;49;15;216.52;EUR
483;20240929;19;181;86;18;403.84;CNY
484;20190123;41;458;1;16;328.96;USD
485;20240609;21;694;33;3;115.04;EUR
486;20240929;49;876;49;8;199.88;EUR
487;20210920;6;497;49;10;251.44;EUR
488;20210210;43;397;34;17;40.49;EUR
489;20240129;9;873;39;2;36.24;EUR
490;20190403;28;609;81;20;57.02;JPY
491;20230315;5;976;91;14;31.9;INR
492;20190121;3;358;86;9;198.09;CNY
493;20241231;7;797;44;6;63.49;GBP
494;20210202;30;248;39;3;293.98;EUR
495;20241013;32;353;49;1;301.35;EUR
496;20230128;37;700;34;11;392.15;EUR
497;20190804;37;253;49;15;430.86;EUR
498;20240504;31;718;86;14;283.19;CNY
499;20231017;49;814;34;7;129.32;EUR
500;20220409;15;831;1;15;151.0;USD
501;20190601;35;955;49;10;66.34;EUR
502;20231001;7;448;39;14;60.24;EUR
503;20200312;4;344;49;18;294.74;EUR
504;20230621;28;114;33;4;35.32;EUR
505;20211203;36;361;91;18;56.03;INR
506;20200620;21;453;86;10;179.76;CNY
507;20190307;35;645;49;7;95.19;EUR
508;20211024;31;361;91;17;293.89;INR
509;20190613;21;978;86;7;191.26;CNY
510;20190919;3;953;34;2;138.4;EUR
511;20190415;44;872;91;14;337.73;INR
512;20200308;10;538;44;8;231.29;GBP
513;20190525;25;877;33;18;218.08;EUR
514;20201025;4;433;34;7;370.8;EUR
515;20230610;41;518;44;18;231.69;GBP
516;20210603;25;797;44;20;269.46;GBP
517;20231028;24;42;49;18;111.23;EUR
518;20190401;8;904;44;8;440.79;GBP
519;20191130;40;363;81;14;146.23;JPY
520;20240821;40;916;1;15;161.48;USD
521;20241214;21;6;81;14;132.24;JPY
522;20231012;22;527;91;6;60.26;INR
523;20210709;15;993;81;15;179.89;JPY
524;20240123;32;268;81;13;220.86;JPY
525;20190305;13;758;91;17;75.89;INR
526;20211205;5;589;39;17;22.41;EUR
527;20200918;42;478;34;15;355.38;EUR
528;20210901;40;219;49;5;140.84;EUR
529;20221030;10;654;86;18;400.41;CNY
530;20240703;25;862;49;14;276.04;EUR
531;20201013;36;197;39;14;54.22;EUR
532;20190409;6;160;33;13;233.62;EUR
533;20191126;20;983;1;18;146.21;USD
534;20240110;47;7;49;15;232.63;EUR
535;20200411;5;161;44;9;35.62;GBP
536;20210810;35;868;55;6;101.01;BRL
537;20200402;19;323;33;7;533.55;EUR
538;20190826;48;787;55;13;481.23;BRL
539;20200421;19;907;44;17;484.42;GBP
540;20240325;5;709;81;11;31.27;JPY
541;20220224;17;694;33;19;354.62;EUR
542;20220512;31;35;91;10;282.59;INR
543;20190330;11;193;55;5;184.22;BRL
544;20200105;36;497;49;16;48.16;EUR
545;20191214;9;316;1;3;39.6;USD
546;20230822;43;432;86;12;32.37;CNY
547;20210314;35;889;49;6;55.03;EUR
548;20200614;47;589;39;14;319.37;EUR
549;20221021;7;668;49;1;46.54;EUR
550;20190902;46;854;44;12;284.06;GBP
551;20230703;27;170;1;1;205.81;USD
552;20220111;21;71;49;17;189.28;EUR
553;20230408;16;919;1;5;37.25;USD
554;20220309;20;293;81;20;132.35;JPY
555;20240208;48;277;33;19;429.76;EUR
556;20230731;17;143;91;7;316.06;INR
557;20221129;7;10;1;11;69.36;USD
558;20220221;45;343;81;5;125.78;JPY
559;20231230;20;486;34;5;200.88;EUR
560;20231219;38;680;33;8;143.36;EUR
561;20231026;37;542;1;10;447.72;USD
562;20211028;50;20;55;3;218.87;BRL
563;20230904;17;126;86;17;284.58;CNY
564;20201219;34;553;39;8;229.96;EUR
565;20221024;31;150;33;10;353.65;EUR
566;20190122;26;249;86;3;200.41;CNY
567;20240131;31;878;49;13;342.77;EUR
568;20221228;1;219;49;5;378.5;EUR
569;20220210;22;134;33;1;76.07;EUR
570;20190730;20;221;86;7;180.36;CNY
571;20230408;23;488;86;9;354.25;CNY
572;20221213;28;193;55;18;34.86;BRL
573;20220419;40;12;49;8;158.89;EUR
574;20230221;33;153;34;6;267.03;EUR
575;20200505;33;673;1;16;221.86;USD
576;20190404;38;58;1;3;165.25;USD
577;20190410;43;61;33;15;43.39;EUR
578;20221020;26;871;86;7;164.28;CNY
579;20220210;37;627;1;9;358.8;USD
580;20240906;46;134;33;9;402.48;EUR
581;20200325;13;872;91;16;82.65;INR
582;20221121;32;896;33;13;277.45;EUR
583;20210403;41;901;44;9;396.45;GBP
584;20190901;17;269;55;3;324.39;BRL
585;20210108;48;523;1;17;425.91;USD
586;20231015;14;220;91;15;437.03;INR
587;20230223;43;28;1;18;42.78;USD
588;20240108;25;839;55;12;300.89;BRL
589;20220816;7;803;39;12;53.89;EUR
590;20200125;3;281;33;19;136.49;EUR
591;20211223;17;619;81;14;347.91;JPY
592;20210514;36;269;55;2;46.46;BRL
593;20240620;14;962;34;5;562.54;EUR
594;20220401;39;618;81;18;289.36;JPY
595;20220718;4;927;91;18;227.74;INR
596;20191210;36;377;33;9;55.66;EUR
597;20230116;7;639;91;19;81.28;INR
598;20200218;22;653;91;15;61.68;INR
599;20201224;37;227;1;12;338.07;USD
600;20191104;9;621;86;13;60.85;CNY
601;20201019;24;871;86;18;149.48;CNY
602;20190220;35;804;33;15;102.71;EUR
603;20211029;48;356;1;16;512.98;USD
604;20200101;20;312;91;3;192.38;INR
605;20221127;18;672;86;12;138.62;CNY
606;20211207;40;391;91;2;124.06;INR
607;20221115;36;557;55;7;46.5;BRL
608;20220626;36;936;49;1;40.75;EUR
609;20190503;43;403;33;7;29.34;EUR
610;20221220;42;385;34;12;319.49;EUR
611;20231117;39;372;39;17;308.39;EUR
612;20190801;12;60;91;2;94.73;INR
613;20240714;37;185;39;15;436.11;EUR
614;20220916;49;892;39;8;170.01;EUR
615;20190406;27;475;55;14;184.64;BRL
616;20190101;1;154;44;10;574.18;GBP
617;20231209;8;654;86;2;408.62;CNY
618;20221221;1;275;33;1;449.96;EUR
619;20191028;21;926;44;8;198.28;GBP
620;20240708;10;977;1;18;349.26;USD
621;20220603;4;488;86;2;349.77;CNY
622;20220910;33;243;39;17;244.89;EUR
623;20220917;16;294;33;10;62.91;EUR
624;20230516;24;769;86;15;148.67;CNY
625;20231023;36;320;49;19;36.64;EUR
626;20231227;31;162;1;12;331.53;USD
627;20240826;18;591;49;3;120.6;EUR
628;20190316;35;768;33;2;85.28;EUR
629;20190121;16;183;91;4;41.18;INR
630;20231227;6;420;44;2;235.19;GBP
631;20240530;34;311;1;10;143.24;USD
632;20240324;17;305;81;2;330.77;JPY
633;20230405;40;392;39;18;117.19;EUR
634;20200210;40;761;91;3;144.28;INR
635;20241211;23;834;33;19;357.04;EUR
636;20190604;1;990;91;17;393.49;INR
637;20230228;4;530;1;14;268.8;USD
638;20210623;17;637;81;19;309.5;JPY
639;20200213;41;113;49;11;344.44;EUR
